para,income,kidhome,teenhome,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,accepted_cmp3,accepted_cmp4,accepted_cmp5,accepted_cmp1,accepted_cmp2,complain,z_cost_contact,z_revenue,response,age,customer_days,marital_divorced,marital_married,marital_single,marital_together,marital_widow,education_2n_cycle,education_basic,education_graduation,education_master,education_ph_d,mnt_total,mnt_regular_prods,accepted_cmp_overall
marital_married,-0.010426969915644756,0.019730566135630512,0.007499335803851863,-0.021105586971573095,-0.01259717018262785,-0.013723228272219314,-0.027768868968930226,-0.03172834691879403,-0.00560583126060587,-0.016411446342890212,0.015855279592299345,-3.336935335014181e-4,-0.018343534060525125,0.011105076916030526,0.012436976725242825,-4.6313074835867664e-4,-0.005384258475865752,0.013041571732760309,0.02656153393826417,-0.037120529752884095,0.0024939669772575585,NA,NA,-0.08052638123886155,-0.04548043659185352,-0.015825321149224914,-0.2713198878397078,1,-0.41772318556455995,-0.468329040830535,-0.15021739495765404,0.010792837728648403,-0.005507022270918411,-0.003848252120668761,-0.007467353008385772,0.0059839155884984264,-0.02225093332149226,-0.02160535740513022,0.005995433245195513
marital_single,-0.015539170052546592,0.014525125270150971,-0.10045427679741674,-9.263337564185403e-4,-0.022597803247839606,0.011981916005107729,0.04557483623512623,0.013808745033327347,-0.0027112644505369477,-0.0010063296794660167,-0.045480205521841656,-0.0430733433045052,-0.0011150971476413679,-0.0233980257302386,-0.011288822272403463,0.015739294204497715,-0.01459847932845547,-0.011975435106729212,0.0012637662571117556,-0.01416491775682839,0.019442611090129937,NA,NA,0.1137032362174863,-0.12843576144494492,0.0020794777678745757,-0.17929479767292145,-0.41772318556455995,1,-0.30948324978547787,-0.0992673174470634,-0.030177283593737926,0.04502620269521945,0.01592469454115057,-0.005170847621003058,-0.01063220442353438,0.00594008122281006,0.006270999317299584,-0.006112983714792304
marital_together,-0.001959733388550435,0.00742249913978812,0.02718097724254568,0.02390819373039734,0.005914940386924842,-0.014209712701219138,-0.004063846070049589,0.0155018206444281,-0.01122014658900933,-0.010374800584273583,0.0066915947516933555,0.005234377186853262,-9.487030157695015e-4,-0.006013908959242259,-0.0074756401645809725,-0.019771199730313622,-9.715325430974466e-4,0.006086830737682429,-0.01934447947615871,0.038243896767755726,-0.001661902652507325,NA,NA,-0.07466397102106377,0.054820360541463345,0.0034256533026784442,-0.20101580070682135,-0.468329040830535,-0.30948324978547787,1,-0.11129324196590075,0.018122542975858955,6.024896595811767e-4,-0.0076844269624208065,0.020209998047442324,-0.021717428620706813,0.001622189687698613,0.00265602438045872,-0.0061184979429855565
marital_widow,0.04433645271840249,-0.07224353729318239,0.047962337078006054,-0.0013484302537416244,0.034138631624363334,0.025960526077276072,0.017369524932034884,0.041886028780160574,0.049347049335079024,0.04309587121919412,0.003696819732050234,0.03574273773515017,0.044383324519661316,0.0309943386522573,-0.03153554479210428,-0.015374767172508555,0.04119071886843754,0.01386328748876614,0.0010702063117656296,-7.299218738692232e-4,-0.01807624598244268,NA,NA,0.04528450434565199,0.16372068789446687,0.013066187909631531,-0.06447618510685549,-0.15021739495765404,-0.0992673174470634,-0.11129324196590075,1,-0.015865330527895023,-0.01385202455613177,-0.016716312135317483,-0.010352727629728234,0.04588424768900187,0.03587766376950955,0.03328292015267164,0.01553734126510711
education_2n_cycle,-0.060620748612813434,0.019050319844562652,-0.056259158790844636,-0.0067891971181341755,-0.0962590809369883,0.025451644469369525,-0.0417375885529963,0.061303831894348446,0.060550003793440124,0.019189066018894953,-0.00760216862552807,-0.03589915192003393,-0.030490293003520314,-0.022059117900766798,0.017277897192082732,0.002202442422361473,-0.034621866124041535,-0.02717724832739772,0.008071678741904866,-0.009501559481015052,0.020147331187914883,NA,NA,-0.03500793887961891,-0.10436428036608536,0.011465725964621691,0.0069904108259653845,0.010792837728648403,-0.030177283593737926,0.018122542975858955,-0.015865330527895023,1,-0.049766326398322985,-0.3170992186260631,-0.1396634308899227,-0.16480291479886885,-0.06027162963841051,-0.0644680024769939,-0.02160539150719395
education_basic,-0.2396044262240314,0.05530775900220158,-0.12051909375156081,-0.003092828267173505,-0.14036859264832213,-0.06091546167169706,-0.11196835597469584,-0.05983961692662493,-0.057863068953953316,-0.06501355184498715,-0.04386706056828895,-0.12804933030560378,-0.12253445302287734,-0.14527768868316004,0.10068841070779984,0.022520024363443768,-0.04491352032019875,-0.04446816075608934,-0.04156915849166268,-0.018608341663206428,-0.015158839401321577,NA,NA,-0.05043728803337638,-0.11587227688544931,0.05827529131835031,-0.04447068487289269,-0.005507022270918411,0.04502620269521945,6.024896595811767e-4,-0.01385202455613177,-0.049766326398322985,1,-0.15996056804090536,-0.0704531592240812,-0.08313476135402005,-0.13863084184922247,-0.13808692595719227,-0.04383538514171131
education_graduation,0.017643915399652498,-0.001930414611151312,-0.024697766370866344,0.03141853372393471,-0.06091962239601139,0.11491936359849712,0.06491663401068612,0.10622704377101941,0.1040753585660144,0.1317593635416199,-0.0020890502662628176,0.008598355117265382,0.026817729260243117,0.009614145860774049,-0.018433997216041963,-0.014824670977721863,-0.013070959643116048,0.01650301895034854,0.03075941275405552,0.006711392601473898,0.037359713028153836,NA,NA,-0.040748816903162274,-0.06157933161613672,0.02969313557976051,0.005652530586688411,-0.003848252120668761,0.01592469454115057,-0.0076844269624208065,-0.016716312135317483,-0.3170992186260631,-0.15996056804090536,1,-0.44891080689545504,-0.5297149653970104,0.014332081082075801,0.0025957413723936814,0.0078097218141600895
education_master,0.021632987311479022,0.011482237744734924,0.02380590091428917,-0.025563045929562333,0.03640327298663138,-0.055581095853044174,-0.00402027116546626,-0.05015285933658045,-0.06772332828653484,-0.032492385574403954,0.026634675578856796,-0.00921613584690121,-0.014803832160830593,0.010634783936353583,-0.02209993357609082,-0.01357670109060352,0.01828296918095134,0.001982525176211648,-0.027079303223772937,-0.031132438903904956,-0.01677117892085118,NA,NA,0.003509057019203629,0.07475407077122423,-0.03325719851694888,-0.0038696601516740882,-0.007467353008385772,-0.005170847621003058,0.020209998047442324,-0.010352727629728234,-0.1396634308899227,-0.0704531592240812,-0.44891080689545504,1,-0.23330807871944223,0.006361735000059236,0.00965065900661654,-0.012484312295089067
education_phd,0.0911759073763818,-0.042030614375137956,0.092901462333295,-0.009234260230339948,0.1608038956749692,-0.08430053270680386,-0.004194438949615633,-0.10395244669191231,-0.08570161844449903,-0.11970789480845209,2.672287702212688e-4,0.07091794383513342,0.047989029627349085,0.04862624027033544,-0.007488925891966287,0.020275641197185394,0.04031733226624405,0.013746577316497676,-0.002936773828332773,0.03352970927322146,-0.03857204271037602,NA,NA,0.08962697143202689,0.12342897224568423,-0.03593418366721397,0.008471909713106272,0.0059839155884984264,-0.01063220442353438,-0.021717428620706813,0.04588424768900187,-0.16480291479886885,-0.08313476135402005,-0.5297149653970104,-0.23330807871944223,1,0.07080442966217773,0.08481060005201,0.033255666132899486
mnt_total,0.8230660021398378,-0.5511520414665868,-0.1429951651493462,0.02113211933354742,0.9023096018937776,0.6066577362133904,0.8613915272697634,0.6350380686302975,0.6045142897868154,0.46369396025069765,-0.08759855948009564,0.521085991407737,0.791186893387021,0.6778928365580936,-0.5016390492552706,0.044570796815208286,0.25915825728329545,0.4755592485955913,0.38452615810313717,0.13839032976334306,-0.0329592327895932,NA,NA,0.2648950157890974,0.11836950963898253,0.15047556163549747,0.0037263639961629576,-0.02225093332149226,0.00594008122281006,0.001622189687698613,0.03587766376950955,-0.06027162963841051,-0.13863084184922247,0.014332081082075801,0.006361735000059236,0.07080442966217773,1,0.9965692598155176,0.4612794037688625
